Sentences,Score
"Los ladrones arrebataban las cruces de diamantes de los cuellos de los nobles señores en los mismos salones de la Corte; los mosqueteros penetraron en San Gil en busca de géneros de contrabando, pero la multitud hizo fuego contra los soldados, los cuales replicaron del mismo modo contra el populacho, sin que a nadie se le ocurriese pensar que semejante suceso no era uno de los más corrientes y triviales.",4
"A

todo esto el verdugo estaba siempre ocupadísimo, aunque sin ninguna utilidad.",4
"Tan pronto dejaba colgados grandes racimos de criminales, como ahorcaba el sábado a un ladrón que el jueves anterior fue sorprendido al entrar en casa de un vecino, o bien quemaba en Newgate docenas de personas o, a la mañana siguiente, centenares de folletos en la puerta de Westminter-Hall; y que mataba hoy a un asesino atroz y mañana a un desgraciado ratero que quitó seis peniques al hijo de un agricultor.",4
Todas estas cosas y otras mil por el estilo ocurrían en el bendito año de mil setecientos setenta y cinco.,4
"Rodeados por ellas, mientras el Leñador y el Labriego proseguían su lenta labor, los dos personajes de grandes quijadas y las dos mujeres, una hermosa y la otra insignificante, vivían complacidos y llevaban a punta de lanza sus divinos derechos.",4
"Así el año mil setecientos setenta y cinco conducía a sus grandezas y a las miríadas de insignificantes seres, entre los cuales se hallan los que han de figurar en esta crónica, a lo largo de los caminos que se abrían ante sus pasos.",4
"Capítulo II.- La diligencia
El camino que recorría el primero de los personajes de esta historia, la noche de un viernes de noviembre, era el de Dover.",4
El viajero seguía a la diligencia mientras ésta avanzaba lentamente por la pendiente de la colina Shooter.,4
"El viajero subía caminando entre el barro, tocando a la caja desvencijada del carruaje, igual como hacían sus compañeros de viaje, no por deseo de hacer ejercicio, sino porque la pendiente, los arneses y el fango, así como la diligencia, eran tan pesados, que los pobres caballos se habían parado ya tres veces, y una de ellas atravesaron el coche en el camino con el sedicioso propósito de volverse a Blackheath.",4
"Las riendas y el látigo, el cochero y el guarda, combinándose, dieron lectura al artículo de las ordenanzas que asegura que nunca, en ningún caso, tendrán razón los animales, y gracias a eso el tiro volvió al cumplimiento de su deber.",4
"Con las cabezas bajas y las colas trémulas procuraban abrirse paso por el espeso barro del camino, tropezando y dando tumbos de vez en cuando.",4
"Y cuando el mayoral les daba algún descanso, el caballo delantero sacudía violentamente la cabeza como si quisiera negar la posibilidad de que el vehículo pudiese nunca alcanzar lo alto de la colina.",4
"Cubrían las hondonadas y se deslizaban pegadas a la tierra nubes de vapores acuosos, semejantes a espíritus malignos que buscan descanso y no lo encuentran.",4
"La niebla era pegajosa y muy fría y avanzaba por el aire formando rizos y ondulaciones, que se perseguían y alcanzaban, como las olas de un mar agitado.",4
"Era lo bastante densa para encerrar en estrecho círculo la luz que derramaban los faroles del carruaje, hasta impedir que se viesen los chorros de vapor que despedían los caballos por las narices.",4
"Dos pasajeros, además del que se ha mencionado, subían trabajosamente la pendiente, al lado de la diligencia.",4
Los tres llevaban subidos los cuellos de sus abrigos y usaban botas altas.,4
"Ninguno de ellos hubiera podido decir cómo eran sus compañeros de viaje, tan cuidadosamente recataban todas sus facciones y su carácter a los ojos del cuerpo y a los del alma de sus compañeros.",4
"Por aquellos tiempos los viajeros se mostraban difícilmente comunicativos con sus compañeros, pues cualquiera de éstos pudiera resultar un bandolero o un cómplice de los bandidos.",4
"En cuanto a éstos, abundaban extraordinariamente en tabernas o posadas, donde se podían hallar numerosos soldados a sueldo del capitán, y entre ellos figuraban desde el mismo posadero hasta el último mozo de cuadra.",4
"En esto precisamente iba pensando el guarda de la diligencia la noche de aquel viernes del mes de noviembre de mil setecientos setenta y cinco, mientras penosamente subía el vehículo la pendiente de Shooter, y él iba sentado en la banqueta posterior que le estaba reservada y en tanto que daba vigorosas patadas sobre las tablas, para impedir que sus pies se transformaran en

bloques de hielo.",4
"Llevaba la mano puesta en un cofre en que había un arcabuz cargado, y un montón de seis o siete pistolas de arzón sobre una capa inferior de sables.",4
"En este viaje de la diligencia de Dover ocurría como en todos los que hacía, es decir, que el guarda sospechaba de los viajeros, éstos recelaban uno de otro y del guarda, y unos a otros se miraban con desconfianza.",4
"En cuanto al cochero, solamente estaba seguro de sus caballos; pero aun con respecto a éstos habría jurado, por los dos Testamentos, que las caballerías no eran aptas para aquel viaje.",4
-¡Arre!,0
-gritaba el cochero.- ¡Arriba!,0
¡Un esfuerzo más y llegaréis arriba!,4
"¡Oye, José!",0
-¿Qué quieres?,0
-contestó el guarda.,4
-¿Qué hora es?,4
"-Por lo menos, las once y diez.",4
-¡Demonio!,0
"-exclamó el cochero.- Y todavía no hemos llegado a lo alto de esa
maldita colina.",4
¡Arre!,0
¡Arre!,0
¡Perezosos!,0
"El caballo delantero, que recibió un latigazo del cochero, dio un salto y emprendió
la marcha arrastrando a sus tres compañeros.",4
"La diligencia continuó avanzando seguida por los viajeros, que procuraban no separarse de ella y que se detenían cuando el vehículo lo hacía, pues si alguno de ellos hubiese propuesto a un compañero avanzar un poco entre la niebla y la obscuridad, se habría expuesto a recibir un tiro como salteador de caminos.",4
"El último esfuerzo llevó el coche a lo alto de la colina, y allí se detuvieron los tres caballos para recobrar el aliento, en tanto que el guarda bajó con objeto de calzar la rueda para el descenso y abrir la puerta del coche para que los viajeros montasen.",4
-¡José!,0
-dijo el cochero desde su asiento.,3
"-¿Qué quieres, Tomás?",0
Los dos se quedaron escuchando.,4
-Me parece que se acerca un caballo al trote.,4
"-Pues yo creo que viene al galope -replicó el guarda encaramándose a su sitio.-
¡Caballeros, favor al rey!",4
"Y después de hacer este llamamiento, cogió su arcabuz y se puso a la defensiva.",3
"El
pasajero a quien se refiere esta historia estaba con el pie en el estribo, a punto de subir, y los dos viajeros restantes se hallaban tras él y en disposición de seguirle.",4
"Pero se quedó con el pie en el estribo y, por consiguiente, sus compañeros tuvieron que continuar como estaban.",4
Todos miraron al cochero y al guarda y prestaron oído.,4
En cuanto al cochero y al guarda miraron hacia atrás y hasta el mismo caballo delantero enderezó las orejas y miró en la misma dirección.,4
"El silencio resultante de la parada de la diligencia, añadido al de la noche, se hizo impresionante.",4
"¡La respiración jadeante de los caballos hacía retemblar el coche, y los corazones de los viajeros latían con tal fuerza, que tal vez se les habría podido oír.",4
Por fin resonó en lo alto de la colina el furioso galopar de un caballo.,3
-¡Alto!,0
"-gritó el guarda.- ¡Alto, o disparo!",4
"Inmediatamente el jinete refrenó el paso de su cabalgadura y a poco se oyó la voz
de un hombre que preguntaba:
-¿Es ésta la diligencia de Dover?",4
-¡Nada os importa!,2
-contestó el guarda.- ¿Quién sois vos?,0
-¿Es ésta la diligencia de Dover?,4
-¿Para qué queréis saberlo?,0
"-Si lo es, debo hablar con uno de los pasajeros.",3
-¿Cuál?,0
-El señor Jarvis Lorry.,0
"El pasajero que ya hemos descrito manifestó que éste era su nombre, y el guarda, el cochero y los otros dos pasajeros le miraron con la mayor desconfianza.",4
-¡Quedaos donde estáis!,0
-exclamó el guarda entre la niebla- porque si me equivoco nadie sería capaz de reparar el error en toda vuestra vida.,4
"Caballero que os llamáis Lorry, contestad la verdad.",4
-¿Qué ocurre?- preguntó el pasajero con insegura voz.,3
-¿Quién me llama?,4
¿Sois Jeremías?,0
"-No me gusta la voz de Jeremías, si éste es Jeremías gruñó el guarda para sí.",4
"-Sí, señor Lorry.",0
-¿Qué ocurre?,0
-Un despacho que os mandan desde allí T. y Compañía.,4
"-Conozco a este mensajero, guarda -dijo el señor Lorry bajando al camino, a lo que los otros viajeros no pusieron el más pequeño inconveniente, pues se apresuraron a entrar en el coche y cerrar la puerta.- Puede acercarse, no hay peligro alguno.",4
"-Así lo creo, pero no estoy seguro –murmuro el guarda.- ¡Eh, el jinete!",3
-¿Qué pasa?,0
-exclamó el interpelado con voz más bronca que antes.,3
-Podéis acercaros al paso.,4
"Y procurad no llevar la mano a las pistoleras porque me
equivoco con la mayor rapidez y mis errores toman la forma de plomo.",4
Avanzad despacio para que os veamos.,2
"Lentamente aparecieron las figuras del jinete y del caballo y fueron a situarse junto a la diligencia, donde estaba el viajero.",4
Se detuvo el jinete y con los ojos fijos en el guarda entregó al pasajero un papel plegado.,4
"Fatigados estaban el jinete y su caballo y ambos cubiertos de barro, desde los cascos del último al sombrero del primero.",4
-Guarda -exclamó el viajero.,4
-¿Qué deseáis?,0
-preguntó el guarda dispuesto a disparar a la menor señal de peligro.,4
-No hay nada que temer.,0
Pertenezco al Banco Tellson.,4
"Seguramente conocéis el Banco Tellson, de Londres.",3
Voy a París en viaje de negocios.,4
Tomad esta corona para beber.,3
¿Puedo leer esto?,4
-Hacedlo rápidamente.,0
"Abrió el pliego y lo leyó a la luz del farol de la diligencia, primero para sí y luego en voz alta: “Esperad en Dover a la señorita.” -Ya veis que no es largo, guarda -dijo- Jeremías, decid que mi respuesta es: “Resucitado”.",4
-¡Vaya una extraña respuesta!,2
-exclamó Jeremías sobresaltado.,0
-Llevad esta respuesta y por ella sabrán que he recibido el mensaje.,3
"Buen viaje, ¡adiós!",4
"Diciendo estas palabras, el viajero abrió la portezuela y entró en el vehículo, sin ser ayudado por los dos que ya estaban en él, quienes se habían ocupado en esconder sus relojes y su dinero en las botas y fingían, en aquel momento, estar dormidos.",4
"El coche prosiguió la marcha, envuelto en más espesa bruma al iniciar el descenso.",4
"El guarda volvió a guardar en la caja el arcabuz, no sin mirar a las pistolas que colgaban de su cinturón y luego examinó una caja que estaba debajo de su asiento, en la que había algunas herramientas, un par de antorchas y una caja con pedernal y yesca, para encender los faroles del carruaje, cosa que tenía que hacer varias veces de noche, cuando los apagaba el viento, y que lograba, si estaba de suerte, en cosa de cinco minutos.",4
-¡Tomás!,0
-exclamó el guarda llamando al cochero.,4
"-¿Qué quieres, José?",0
-¿Oíste el mensaje?,3
-Sí.,0
-¿Qué te parece?,0
"-Nada, José.",0
-Pues es una coincidencia -murmuró el guarda- porque a mí me ocurre lo mismo.,4
"Jeremías, ya solo en la niebla y en la obscuridad, echó pie a tierra, no solamente
para descansar su caballo, sino que, también, para limpiarse el barro del rostro y secarse un poco el sombrero.",4
"Y cuando ya dejó de oír el ruido de las ruedas de la diligencia, emprendió el descenso de la colina.",4
"-Después de galopar desde Temple Bar, amiga -dijo a la yegua, no me fiaré de tus patas hasta que estemos en terreno llano.",4
“Resucitado”.,0
Resulta un mensaje muy raro.,3
Y eso no lo entiende Jeremías.,4
"Y, amigo Jeremías, si se pusiera de moda resucitar, tal vez te vieras en un serio compromiso.",4
"Capítulo III.- Las sombras de la noche
Es un hecho maravilloso y digno de reflexionar sobre él, que cada uno de los seres humanos es un profundo secreto para los demás.",4
"A veces, cuando entro de noche en una ciudad, no puedo menos de pensar que cada una de aquellas casas envueltas en la sombra guarda su propio secreto; que cada una de las habitaciones de cada una de ellas encierra, también, su secreto; que cada corazón que late en los centenares de millares de pechos que allí hay, es, en ciertas cosas, un secreto para el corazón que más cerca de él late.",4
"Y así, por lo que a este particular se refiere, tanto el mensajero que regresaba a caballo, como los tres viajeros encerrados en el estrecho recinto de una diligencia, eran cada uno de ellos un profundo misterio para los demás, tan completo como si separadamente hubiesen viajado en su propio coche y una comarca entera estuviese entre uno y otro.",4
"El mensajero tomó el camino de regreso al trote, deteniéndose con la mayor frecuencia en las tabernas que hallaba en su camino, para echar un trago, pero sin hablar con nadie y conservando el sombrero calado hasta los ojos, que eran negros, muy juntos y de siniestra expresión.",4
"Aparecían debajo de un sombrero que, más que tal, semejaba una escupidera triangular y sobre un tabardo que empezaba en la barbilla y terminaba en las rodillas del individuo.",4
"-¡No, Jeremías, no!",4
-murmuraba el mensajero fija la mente en el mismo tema -Eso no puede convenirte.,3
"Tú, Jeremías, eres un honrado menestral, y de ninguna manera convendría eso a tu negocio.",4
“Resucitado.” ¡Que me maten si no estaba borracho al decirme eso!,4
"Tan preocupado le traía el mensaje, que varias veces se quitó el sombrero para rascarse la cabeza, la cual, a excepción de la coronilla, que tenía calva, estaba cubierta de pelos gruesos y ásperos que le caían casi hasta la altura de la nariz.",4
"Mientras regresaba al trote para transmitir el mensaje al vigilante nocturno de la Banca Tellson, en Temple Bar, quien había de pasarlo a sus superiores, las sombras de la noche tomaban tales formas que le recordaban constantemente el mensaje, al paso que para la yegua constituían motivos de inquietud, y sin duda alguna debía de tenerlos a cada paso, porque se manifestaba bastante intranquila.",4
"Mientras tanto, para los viajeros que iban en la diligencia que corría dando tumbos, aquellas sombras tomaban las formas que sus semicerrados ojos y confusos pensamientos les prestaban.",4
Parecía que el Banco Tellson se hubiera trasladado a la diligencia.,4
"El pasajero que al establecimiento pertenecía, con el brazo pasado por una de las correas, gracias a lo cual evitaba salir disparado contra su vecino cuando el coche daba uno de sus saltos, cabeceaba en su sitio con los ojos medio cerrados.",4
"Creía ver que las ventanillas del coche, el farol que los alumbraba débilmente y el bulto que hacía el otro pasajero, eran el mismo Banco y que en aquellos momentos él mismo realizaba numerosos negocios.",4
"El ruido de los arneses era el tintineo de las monedas, y pagaba más letras en cinco minutos, de lo que el Banco Tellson, a pesar de sus relaciones nacionales y extranjeras, había pagado nunca en tres veces en el mismo tiempo.",4
"Luego, ante el adormilado pasajero se abrieron los sótanos del Banco, sus valiosos almacenes, sus secretos, de los que conocía una buena parte, y él circulaba por allí con sus llaves y alumbrándose con una vela, viendo que todo estaba tranquilo, seguro y sólido como lo dejara.",4
"Pero aunque el Banco estaba siempre con él y aunque también le acompañaba el coche, de un modo confuso, como bajo los efectos de un medicamento opiado, había en su mente otras ideas que no cesaron durante toda la noche.",4
Su viaje tenía por objeto sacar a alguien de la tumba.,4
Pero lo que no indicaban las sombras de la noche era cuál de los rostros que se le presentaban pertenecía a la persona enterrada.,4
"Todas, sin embargo, eran las faces de un hombre de unos cuarenta y cinco años, y diferían principalmente por las pasiones que expresaban y por su estado de demarcación y de lividez.",4
"El orgullo, el desdén, el reto, la obstinación, la sumisión y el dolor se sucedían unos a otros y también, sucesivamente, se presentaban rostros demacrados, de pómulos hundidos, y de color cadavérico.",4
Pero todos los rostros eran de un tipo semejante y todas las cabezas estaban prematuramente canas.,4
"Un centenar de veces el pasajero medio adormecido preguntaba a aquel espectro:
-¿Cuánto tiempo hace que te enterraron?",4
-Casi dieciocho años -contestaba invariablemente el espectro.,3
-¿Habías perdido la esperanza de ser desenterrado?,4
-Ya hace mucho tiempo.,4
-¿Sabes que vas a volver a la vida?,4
-Así me dicen.,0
-¿Te interesa vivir?,0
-No puedo decirlo.,0
-¿Querrás que te la presente?,4
¿Quieres venir conmigo a verla?,3
Las respuestas a esta pregunta eran varias y contradictorias.,4
"A veces la
contestación era: “¡Espera!",4
"Me moriría si la viera tan pronto.” Otras salía la respuesta de entre un torrente de lágrimas, para decir: “¡Llévame junto a ella!” Otras se quedaba el espectro admirado y maravillado y luego exclamaba: “No la conozco.",4
"No te entiendo.”
Y después de estos discursos imaginarios, el viajero, en su fantasía, cavaba la tierra sin descanso, ya con la azada, con una llave o con sus manos, a fin de desenterrar a aquel desgraciado.",4
"Por fin lo lograba, y con el pelo y el rostro sucios de tierra se caía de pronto.",4
"Entonces, al tocar el suelo se sobresaltaba y, despertando, bajaba la ventanilla para sentir en su mejilla la realidad de la bruma y de la lluvia.",4
"Pero aun entonces, con los ojos abiertos y fijos en el movedizo rastro de luz que en el camino iba dejando el farol del vehículo, veía cómo las sombras del exterior tenían el mismo aspecto que las del interior del coche.",4
"Veía nuevamente la casa de banca en Temple Bar, los negocios realizados en el día anterior, las cámaras en que se guardaban los valores, el mensajero que le mandaron.",4
Y entre todas aquellas sombras surgía la cara espectral y se acercaba a él de nuevo.,4
-¿Cuánto tiempo hace que te enterraron?,4
-Casi dieciocho años.,0
-Supongo que querrás vivir.,0
-No lo sé.,0
"Y cavaba, cavaba, cavaba, hasta que el impaciente movimiento de uno de los pasajeros le indicó que cerrara la ventanilla.",4
"Entonces, con el brazo pasado por la correa se fijó en las formas de aquellos dos dormidos, hasta que su mente perdió la facultad de fijarse en ellos y de nuevo fantaseó acerca del Banco y de la tumba.",4
-¿Cuánto tiempo hace que te enterraron?,4
-Casi dieciocho años.,0
-¿Habías perdido la esperanza de ser desenterrado?,4
-Hace mucho tiempo.,4
"Las palabras estaban aún en su oído, tan claras como las más claras que oyera en su
vida, cuando el cansado viajero se despertó a la realidad del día, y vio que se habían alejado ya las sombras de la noche.",4
"Bajó la ventanilla y miró al exterior, al sol naciente.",4
"Había un surco y un arado abandonado la noche anterior al desuncir los caballos; más allá vio un bosquecillo, en el cual había aún muchas hojas amarillentas y rojizas.",4
"Y aunque la tierra estaba húmeda y fría, el cielo era claro, el sol nacía brillante, plácido y hermoso.",4
-¡Dieciocho años!,0
-exclamó el pasajero mirando al sol.,4
- ¡Dios mío!,0
¡Estar enterrado en vida durante dieciocho años!.,4
"Capítulo IV.- La preparación
Cuando la diligencia hubo llegado felizmente a Dover, a media mañana, el mayordomo del Hotel del Rey Jorge abrió la portezuela del coche, como tenía por costumbre.",4
"Lo hizo con la mayor ceremonia, porque un viaje en diligencia desde Londres, en invierno, era una hazaña digna de loa para el que la emprendiera.",4
"Pero en aquellos momentos no había más que un solo viajero a quien felicitar, porque los dos restantes se habían apeado en sus respectivos destinos.",4
"El interior de la diligencia, con su paja húmeda y sucia, su olor desagradable y su obscuridad, parecía más bien una perrera de gran tamaño.",4
"Y el señor Lorry, el pasajero, sacudiéndose la paja que llenaba su traje, su sombrero y sus botas llenas de barro, parecía más bien un perro de gran tamaño.",4
"-¿Habrá mañana barco para Calais, mayordomo?",3
"-Sí, señor, si continúa el buen tiempo y no arrecia el viento.",4
La marca sube a las dos de la tarde.,4
¿Quiere cama el señor?,3
"-No pienso acostarme hasta la noche, pero deseo una habitación y un barbero.",4
"-¿Y el almuerzo a continuación, señor?",3
Perfectamente.,0
"Por aquí, señor.",0
¡La Concordia para este caballero!,3
¡El equipaje de este caballero y agua caliente a la Concordia!,4
¡Que vayan a quitar las botas del caballero a la Concordia!,4
Allí encontrará el señor un buen fuego.,4
¡Que vaya en seguida un barbero a la Concordia!,4
"El dormitorio llamado “La Concordia” se destinaba habitualmente al viajero de la diligencia y ofrecía la particularidad de que, al entrar, siempre parecía el mismo personaje, pues todos iban envueltos de pies a cabeza de igual manera; en cambio, a la salida era incontable la variedad de los personajes que se veían.",4
"Por consiguiente otro criado, dos mozos, varias muchachas y la dueña se habían estacionado al paso, del viajero, entre la Concordia y el café, cuando apareció un caballero de unos sesenta años, vestido con un traje pardo en excelente uso y luciendo unos puños cuadrados, muy grandes y enormes carteras sobre los bolsillos, y que se dirigía a almorzar.",4
Aquella mañana el café no tenía otro ocupante que el caballero vestido de color pardo.,4
Se le puso la mesa junto al fuego; al sentarse quedó iluminado por el resplandor de las llamas y se quedó tan inmóvil como si quisiera que le hiciesen un retrato.,4
"Se quedó mirando tranquilamente a su alrededor, en tanto que resonaba en su bolsillo un enorme reloj.",4
"Tenía las piernas bien formadas y parecía envanecerse de ello, porque las medias se ajustaban perfectamente a ellas y eran de excelente punto.",4
"En cuanto a los zapatos y a las hebillas, aunque de forma corriente, eran de buena calidad.",4
"Ajustada a la cabeza llevaba una peluca rizada, que, más que de pelo, parecía de seda o de cristal hilado.",4
"Su camisa, aunque no tan buena como las medias, era tan blanca como la cresta de las olas que rompían en la cercana playa.",4
"El rostro, habitualmente tranquilo,

y apacible, se animaba con un par de brillantes ojos, que sin duda dieron mucho que hacer a su propietario en años juveniles para contenerlos y darles la expresión serena y tranquila propia de los que pertenecían a la Banca Tellson.",4
"Tenía sano color en las mejillas, y su rostro, aunque reservado, expresaba cierta ansiedad.",4
"Y como los que se sientan ante el pintor para que les haga el retrato, el señor Lorry acabó por dormirse.",4
"Le despertó la llegada del almuerzo y dijo al criado que le servía:
-Deseo que preparen habitación para una señorita que llegará hoy.",4
"Preguntará por el señor Jarvis Lorry, o, tal vez, solamente por un caballero del Banco Tellson.",4
"Cuando llegue, haced el favor de avisarme.",4
"-Perfectamente, señor.",0
"¿Del Banco Tellson, de Londres, señor?",3
-Sí.,0
"-Muy bien, señor.",0
"Tenemos el honor de alojar a los caballeros del Banco Tellson
en sus viajes de ida y vuelta de Londres a París.",4
"Se viaja mucho, en el Banco Tellson, señor.",4
-Sí.,0
Somos una casa francesa y también inglesa.,4
-Es verdad.,4
"Pero vos, señor, no viajáis mucho.",4
"-En estos últimos años, no.",4
"Han pasado ya quince años desde que estuve en Francia
por última vez.",3
-¿De veras?,0
Entonces no estaba yo aquí todavía.,4
"El Hotel estaba en otras manos
entonces.",4
- Así lo creo.,0
"-En cambio, me atrevería a apostar que una casa como el Banco Tellson ha venido prosperando, no ya desde hace quince años sino, tal vez, desde hace cincuenta.",4
-Podríais decir ciento cincuenta sin alejaros de la verdad.,4
-¿De veras?,0
"Y abriendo a la vez la boca y los ojos, al retirarse de la mesa, el criado se quedó
contemplando al huésped mientras comía y bebía.",4
"Cuando el señor Lorry hubo terminado su almuerzo, se dirigió a la playa para dar
un paseo.",3
"La pequeña e irregular ciudad de Dover quedaba oculta de la playa y parecía esconder su cabeza en los acantilados calizos, como avestruz marina.",4
"La playa parecía un desierto lleno de piedras y escollos en que la mar hacía lo que le venía en gana, y lo que le venía en gana era destruir, pues rugía y bramaba por doquier.",4
"Algunas personas, muy pocas, estaban entregadas a la pesca en la playa, pero en cambio, por las noches, eran numerosos los que frecuentaban aquel lugar, mirando con ansiedad al mar, especialmente cuando subía la marca.",4
"Y algunos comerciantes, que apenas realizaban operaciones, ganaban, de pronto, enormes fortunas, y lo más notable era que nadie, en la vecindad, podía soportar siquiera a un farolero.",4
"A medida que avanzaba la tarde y empezaban las sombras, se cubría el cielo de nubes y las ideas del señor Lorry parecían obscurecerse también.",4
"Cuando ya fue de noche y se sentó nuevamente ante el fuego, en espera de la cena, su imaginación cavaba, cavaba sin cesar, mientras, distraídamente, miraba los carbones encendidos.",4
"Una botella de clarete a la hora de la cena no perjudica ningún cavador, y cuando ya el señor Lorry se disponía beber el último vaso, resonó en el exterior un ruido de ruedas que avanzaba por la calle para entrar, por fin, en el patio de la casa.",4
-Debe de ser la señorita -se dijo dejando sobre la mesa el vaso que iba a llevar a sus labios.,4
"Pocos minutos después, llegó el camarero a anunciarle que la señorita Manette acababa de llegar de Londres y que, con el mayor gusto, vería al caballero de la casa Tellson.",4
"El caballero se bebió el vaso de vino, y después de ajustarse la peluca siguió al camarero, a la habitación de la señorita Manette.",4
"Esta era sombría y tétrica, pues sus paredes estaban tapizadas de color muy obscuro, tono que también tenían los muebles.",4
"Las tinieblas de la estancia eran tan densas que, al principio, el señor Lorry no creyó que allí estuviera la señorita a quien debía ver, hasta que la divisó ante él, junto al fuego y débilmente alumbrada por dos velas.",4
"La joven parecía no tener más de diecisiete años, tenía el rostro muy lindo, los cabellos dorados, unos hermosos ojos azules y la frente despejada e inteligente.",4
"Y cuando el caballero fijó sus ojos en ella, pareció recordar a la niñita a quien llevara en sus brazos muchos años antes, en un viaje a través de aquel mismo Canal.",4
Pero la imagen mental que acudiera a su memoria se desvaneció en seguida y el caballero se inclinó ante la señorita.,4
"-Tened la bondad de sentaros, caballero -exclamó ella con voz armoniosa y de ligero acento extranjero.",4
"-Os beso la mano, señorita -exclamó el señor Lorry haciendo nueva reverencia y sentándose en el lugar que le indicaran.",4
"-Ayer, caballero, recibí una carta del Banco, informándome de que se había sabido... o descubierto...
-La palabra es lo de menos, señorita.",4
-Algo acerca de los escasos bienes que dejó mi padre... al que nunca conocí... ¡Hace tantos años que murió!...,4
El señor Lorry se revolvió inquieto en la silla.,4
"-Y que hace necesario mi viaje a París, donde había de ponerme en relación con un caballero del Banco, enviado allí con este objeto.",4
-Soy yo mismo.,0
La joven le hizo una reverencia y el caballero se inclinó a su vez.,4
"-Contesté al Banco, caballero, que si se consideraba necesario mi viaje a Francia,
toda vez que soy huérfana y no tengo quien me acompañe, por lo menos, deseaba estar bajo la protección de este caballero.",4
"Según supe, él había salido ya de Londres, pero creo que le mandaron un mensajero para rogarle que me esperase.",2
-Me considero feliz de haber sido honrado con el encargo y más me complacerá llevarlo a cabo.,4
